lat,long,country,mag,month,day,year
14.002,120.993,PHILIPPINES,,9,28,1965
35,128,SOUTH KOREA,,7,,1926
-8.32,121.708,INDONESIA,,8,4,1928
10,138,"MICRONESIA, FED. STATES OF",,12,22,1925
61.017,-147.648,USA,9.2,3,28,1964
53.492,-162.832,USA,8.6,4,1,1946
35.1,139.5,JAPAN,7.9,9,1,1923
39.224,144.622,JAPAN,8.4,3,2,1933
34,137.1,JAPAN,8.1,12,7,1944
24.5,63,PAKISTAN,8,11,27,1945
19.25,-69,DOMINICAN REPUBLIC,7.9,8,4,1946
33,135.6,JAPAN,8.1,12,20,1946
52.755,160.057,RUSSIA,9,11,4,1952
-38.143,-73.407,CHILE,9.5,5,22,1960
40.77,29.9,TURKEY,,8,24,358
42.35,-82.95,USA,,9,19,1884
38.083,-75.208,USA,,9,3,1821
38.933,-74.9,USA,,9,14,1944
37.133,26.833,GREECE,,5,7,1991
7,126,PHILIPPINES,,5,,1990
38.367,22.083,GREECE,,1,1,1996
40.8,-73.1,USA,,5,19,1964
-5.52,148.121,PAPUA NEW GUINEA,,10,17,1974
39.314,-74.525,USA,,6,9,1913
16.72,-62.18,MONTSERRAT,,12,26,1997
-10.38,165.8,SOLOMON ISLANDS,,9,6,1971
43.5,-78,USA,,10,4,1755
-6.7,147,PAPUA NEW GUINEA,,8,26,1972
54.05,159.43,RUSSIA,,1,2,1996
22.8,-80.4,CUBA,,12,1,1931
44.233,-68.35,USA,,1,9,1926
40.3,-74,USA,,,,1944
34.5,-120.65,USA,,11,4,2000
-4.238,152.214,PAPUA NEW GUINEA,,9,19,1994
43.1,-82.4,USA,,5,6,1952
42,-81,USA,,4,13,1912
14.82,-61.17,MARTINIQUE (FRENCH TERRITORY),,5,20,1902
39.95,-74.12,USA,,9,21,1938
54.841,162.035,RUSSIA,,12,14,1997
40.567,-73.983,USA,,8,8,1924
-35.616,20.267,SOUTH AFRICA,,5,11,1981
41.28,-70.08,USA,,,,1879
-5.52,148.121,PAPUA NEW GUINEA,,10,9,1972
11.517,-69.5,VENEZUELA,5,9,3,1979
10.6,-66.95,VENEZUELA,,,,1906
40.9,27.6,TURKEY,7,,,557
23.722,121.627,TAIWAN,6.3,12,13,1990
46.4,141.1,RUSSIA,6,9,27,1971
35.6,-90.4,USA,8,12,16,1811
8.9,-73.4,COLOMBIA,6.5,6,16,1961
23.346,124.09,JAPAN,6.4,3,26,2002
-22.1,-176.77,TONGA,7.7,10,14,1997
-14.074,167.828,VANUATU,6.7,7,6,1987
-10.717,162.33,SOLOMON ISLANDS,6.3,6,18,1987
38.396,22.094,GREECE,5.4,2,11,1984
-9.828,163.323,SOLOMON ISLANDS,6.8,4,20,1977
31.448,140.036,JAPAN,5.5,6,13,1984
40.667,-74.883,USA,4.3,9,1,1895
42.7,-79,USA,,5,30,1823
39.95,-75.1,USA,,1,8,1817
36.988,141.689,JAPAN,6.7,2,6,1987
18.986,-68.833,USA TERRITORY,4.4,11,1,1989
23.954,122.734,TAIWAN,6.8,12,18,2001
-3.12,127.4,INDONESIA,6.7,1,28,2004
37.812,142.619,JAPAN,7,10,31,2003
31.885,131.468,JAPAN,6.7,10,19,1996
-28.906,-71.417,CHILE,6.7,11,1,1995
43.905,147.916,RUSSIA,7.3,10,9,1994
40.608,143.683,JAPAN,6.4,4,8,1994
33.267,138.643,JAPAN,6.5,9,23,1990
36.194,141.702,JAPAN,7.2,7,23,1982
40.232,143.703,JAPAN,6.4,2,20,1979
44.026,149.002,RUSSIA,6.7,3,22,1978
-7.4,155.6,SOLOMON ISLANDS,7.1,2,1,1974
-6.6,146.9,PAPUA NEW GUINEA,5.4,8,2,1969
43.84,39.34,RUSSIA,5.1,12,4,1970
55.867,161.287,RUSSIA,7.1,8,17,1983
46.3,140.9,RUSSIA,6.2,9,8,1971
37,-89.4,USA,6.7,10,31,1895
10.46,-67.77,VENEZUELA,,11,12,1916
8.96,-79.53,PANAMA,,10,13,1873
16,-88,HONDURAS,7.5,8,4,1856
10.3,-64.5,VENEZUELA,,8,15,1802
42.9,-78.3,USA,,8,12,1929
40.6,-73.75,USA,5.5,8,10,1884
40.5,-73.9,USA,,6,18,1871
39.8,-75.2,USA,5.2,11,11,1840
-9.265,118.479,INDONESIA,6.6,3,11,1982
39.77,39.533,TURKEY,7.7,12,26,1939
44.4,34.4,UKRAINE,6,6,26,1927
44.5,37.5,RUSSIA,5.1,10,4,1905
22.306,125.308,TAIWAN,7.5,5,3,1998
31.789,131.314,JAPAN,6.7,12,2,1996
-22.118,-113.436,CHILE,6.9,9,5,1996
31.555,139.931,JAPAN,5.7,9,4,1996
51.478,-176.847,USA,7.3,6,10,1996
15.978,-98.07,MEXICO,7.1,2,25,1996
28.094,130.148,JAPAN,6.8,10,19,1995
27.929,130.175,JAPAN,7.1,10,18,1995
12.047,125.92,PHILIPPINES,6.8,4,21,1995
12.059,125.58,PHILIPPINES,7.2,4,21,1995
40.402,-125.68,USA,7,9,1,1994
51.934,158.647,RUSSIA,7,11,13,1993
41.985,139.839,JAPAN,6.3,8,7,1993
39.419,143.33,JAPAN,7,7,18,1992
18,108,CHINA,3.7,1,5,1992
45.533,151.021,RUSSIA,7.6,12,22,1991
-9.094,158.442,SOLOMON ISLANDS,7.2,10,14,1991
58.427,-175.45,USA,6.7,2,21,1991
48.268,154.328,RUSSIA,5.7,2,16,1991
-9.929,159.139,SOLOMON ISLANDS,6.9,2,9,1991
34.706,139.252,JAPAN,6.4,2,20,1990
39.571,143.333,JAPAN,6.5,10,29,1989
55.543,-156.835,USA,7.1,9,4,1989
18.606,121.013,PHILIPPINES,5.4,6,24,1988
-24.753,-70.433,CHILE,7.2,2,5,1988
58.586,-143.27,USA,7.2,11,17,1987
-7.288,154.371,PAPUA NEW GUINEA,7,10,12,1987
-17.94,-172.225,TONGA,7.3,10,6,1987
37.447,137.865,JAPAN,5.1,3,24,1987
52.327,-174.504,USA,6.4,5,17,1986
34.006,141.5,JAPAN,6.9,9,18,1984
44.117,148.192,RUSSIA,7.2,3,24,1984
41.346,139.099,JAPAN,6.9,6,21,1983
40.249,138.948,JAPAN,5.9,6,9,1983
-4.056,127.924,INDONESIA,6.9,3,12,1983
33.826,139.434,JAPAN,6.4,12,28,1982
4.374,97.755,INDONESIA,5.4,2,24,1982
38.64,142.75,JAPAN,6.9,1,18,1981
43.53,146.753,RUSSIA,7,2,23,1980
60.691,-141.671,USA,7.5,2,28,1979
22.282,121.512,TAIWAN,7.4,7,23,1978
8.249,122.403,PHILIPPINES,6.9,6,14,1978
-25.856,-175.406,TONGA,7.2,10,10,1977
-1.081,146.23,PAPUA NEW GUINEA,5.5,8,28,1977
44.915,149.123,RUSSIA,7,1,21,1976
43.024,147.734,RUSSIA,7,6,10,1975
-29.9,-71.3,CHILE,6.9,3,13,1975
43.2,146.7,RUSSIA,6.7,9,27,1974
-38.5,-73.4,CHILE,7.1,8,18,1974
-7.5,155.9,SOLOMON ISLANDS,7,1,31,1974
-30.6,-71,CHILE,5.4,12,29,1972
-6,152.9,PAPUA NEW GUINEA,7.1,8,17,1972
-30.5,-71.8,CHILE,6.6,6,8,1972
51.5,179.1,USA,5.7,11,6,1971
-6.5,146.6,PAPUA NEW GUINEA,7,9,25,1971
46.4,141.1,RUSSIA,6.6,9,8,1971
46.7,141.4,RUSSIA,5.5,9,6,1971
41.4,143.5,JAPAN,7.3,8,2,1971
51.228,-177.173,USA,7.1,5,2,1971
-20.94,-69.81,CHILE,6,11,28,1970
32.2,131.7,JAPAN,7,7,25,1970
-22.28,-70.55,CHILE,6.4,6,19,1970
-52,-73.8,CHILE,6,6,14,1970
32.2,132.1,JAPAN,6.5,4,21,1969
33.3,132.2,JAPAN,6.5,8,5,1968
30.568,131.093,JAPAN,6.6,10,18,1996
-11.122,165.239,SOLOMON ISLANDS,7.1,5,27,1992
56.194,163.46,RUSSIA,6.8,12,28,1984
-44.64,173.62,NEW ZEALAND,5.1,9,28,1970
35.5,25.5,GREECE,6.7,11,8,1612
19,-72.3,HAITI,,3,,1775
42.35,-71.05,USA,,4,13,1668
44.9,35.5,UKRAINE,5.7,6,5,1615
40.8,29.2,TURKEY,,9,25,478
41,29,TURKEY,6.6,4,1,407
33.184,137.071,JAPAN,7.4,9,5,2004
33.07,136.618,JAPAN,7.2,9,5,2004
51.146,178.65,USA,7.8,11,17,2003
36.964,3.634,ALGERIA,6.8,5,21,2003
18.77,-104.104,MEXICO,7.5,1,22,2003
-10.491,160.77,SOLOMON ISLANDS,7.3,1,20,2003
-1.757,134.297,INDONESIA,7.6,10,10,2002
13.036,93.068,INDIA,6.5,9,13,2002
-3.26,142.94,PAPUA NEW GUINEA,7.6,9,8,2002
24.279,122.179,TAIWAN,7.1,3,31,2002
6.033,124.249,PHILIPPINES,7.5,3,5,2002
-17.6,167.856,VANUATU,7.2,1,2,2002
-4.001,152.327,PAPUA NEW GUINEA,8,11,16,2000
34.221,139.131,JAPAN,6.1,7,1,2000
-13.802,97.453,AUSTRALIA,7.9,6,18,2000
-1.105,123.573,INDONESIA,7.6,5,4,2000
54.841,162.035,RUSSIA,7.8,12,5,1997
10.598,-63.486,VENEZUELA,7,7,9,1997
-12.584,166.676,SOLOMON ISLANDS,7.7,4,21,1997
-14.993,-75.675,PERU,7.7,11,12,1996
51.564,-177.632,USA,7.9,6,10,1996
44.663,149.3,RUSSIA,7.9,12,3,1995
28.826,34.799,EGYPT,7.2,11,22,1995
16.779,-98.597,MEXICO,7.4,9,14,1995
-5.799,154.178,PAPUA NEW GUINEA,7.7,8,16,1995
-23.34,-70.294,CHILE,8,7,30,1995
38.401,22.283,GREECE,6.5,6,15,1995
52.629,142.827,RUSSIA,7.1,5,27,1995
-23.008,169.9,NEW CALEDONIA,7.7,5,16,1995
-15.199,-173.529,SAMOA,7.4,4,7,1995
34.583,135.018,JAPAN,6.9,1,16,1995
40.525,143.419,JAPAN,7.8,12,28,1994
43.773,147.321,RUSSIA,8.3,10,4,1994
1.015,127.733,INDONESIA,7,1,21,1994
34.213,-118.537,USA,6.7,1,17,1994
12.982,144.801,USA TERRITORY,7.8,8,8,1993
51.218,157.829,RUSSIA,7.5,6,8,1993
37.634,137.245,JAPAN,6.3,2,7,1993
7.191,126.762,PHILIPPINES,7.3,5,17,1992
40.368,-124.316,USA,7.2,4,25,1992
37.3,15.438,ITALY,5.3,12,13,1990
15.125,147.596,USA TERRITORY,7.5,4,5,1990
9.919,-84.808,COSTA RICA,7,3,25,1990
39.837,142.76,JAPAN,7.4,11,1,1989
37.036,-121.883,USA,6.9,10,18,1989
19.362,-155.083,USA,6.5,6,26,1989
-52.341,160.568,AUSTRALIA,8.1,5,23,1989
-5.964,148.78,PAPUA NEW GUINEA,6.8,7,5,1988
57.262,-142.747,USA,7.8,3,6,1988
58.679,-142.786,USA,7.9,11,30,1987
-6.266,149.06,PAPUA NEW GUINEA,7.4,10,16,1987
32.034,131.837,JAPAN,6.7,3,18,1987
-24.388,-70.161,CHILE,7.6,3,5,1987
-6.088,147.689,PAPUA NEW GUINEA,7.4,2,8,1987
-28.117,-176.367,NEW ZEALAND,7.8,10,20,1986
51.52,-174.776,USA,8,5,7,1986
17.802,-101.647,MEXICO,7.6,9,21,1985
18.19,-102.533,MEXICO,8,9,19,1985
-4.439,152.828,PAPUA NEW GUINEA,7.3,7,3,1985
-9.245,114.185,INDONESIA,6.2,4,13,1985
17.013,-62.448,GUADELOUPE (FRENCH TERRITORY),6.4,3,16,1985
-33.132,-71.708,CHILE,8,3,3,1985
32.386,131.945,JAPAN,7,8,6,1984
-2.823,118.806,INDONESIA,6.8,1,8,1984
-6.852,72.11,UK TERRITORY,7.7,11,30,1983
-26.535,-70.563,CHILE,7.7,10,4,1983
18.231,120.86,PHILIPPINES,6.6,8,17,1983
40.142,24.766,GREECE,7,8,6,1983
-4.883,153.581,PAPUA NEW GUINEA,7.9,3,18,1983
-24.133,-175.864,TONGA,7.5,12,19,1982
42.158,142.361,JAPAN,6.9,3,21,1982
18.084,-102.084,MEXICO,7.3,10,25,1981
-48.786,164.357,NEW ZEALAND,7.6,5,25,1981
38.222,22.934,GREECE,6.7,2,24,1981
-12.525,165.916,SOLOMON ISLANDS,7.9,7,17,1980
34.808,139.181,JAPAN,6.2,6,29,1980
-16.76,179.984,FIJI,6.9,11,16,1979
42.096,19.209,MONTENEGRO,6.9,4,15,1979
17.813,-101.276,MEXICO,7.6,3,14,1979
16.01,-96.591,MEXICO,7.8,11,29,1978
40.739,23.229,GREECE,6.4,6,20,1978
38.19,142.03,JAPAN,7.7,6,12,1978
44.244,148.862,RUSSIA,7.6,3,24,1978
44.932,148.439,RUSSIA,7.5,3,23,1978
44.209,148.971,RUSSIA,6.8,3,23,1978
34.809,139.259,JAPAN,6.6,1,14,1978
-22.878,-175.9,TONGA,7.2,6,22,1977
-9.965,160.731,SOLOMON ISLANDS,8.1,4,21,1977
-16.696,-172.095,SAMOA,7.6,4,2,1977
15.324,-89.101,GUATEMALA,7.5,2,4,1976
-28.427,-177.657,NEW ZEALAND,8,1,14,1976
-16.265,-172.467,SAMOA,7.8,12,26,1975
-6.59,155.054,PAPUA NEW GUINEA,7.9,7,20,1975
-5,130,INDONESIA,5.9,1,15,1975
35.1,72.9,PAKISTAN,6.2,12,28,1974
-12.27,-77.79,PERU,8.1,10,3,1974
34.6,138.7,JAPAN,6.7,5,8,1974
-32.5,-71.5,CHILE,6.7,10,5,1973
43.3,146.4,RUSSIA,7.1,6,24,1973
43.2,145.8,JAPAN,7.7,6,17,1973
50.5,156.6,RUSSIA,7.2,2,28,1973
18.48,-103,MEXICO,7.5,1,30,1973
33.3,140.7,JAPAN,7.4,12,4,1972
6.5,126.6,PHILIPPINES,7.4,12,2,1972
56.82,-135.685,USA,7.6,7,30,1972
33.3,140.8,JAPAN,7.4,2,29,1972
22.5,122.3,TAIWAN,7.5,1,25,1972
56,163.3,RUSSIA,7.8,12,15,1971
46.5,141.2,RUSSIA,7.1,9,5,1971
-4.9,153.2,PAPUA NEW GUINEA,7.9,7,26,1971
-32.5,-71.2,CHILE,7.8,7,9,1971
20.6,122,PHILIPPINES,5.3,9,30,1970
-9.2,-78.8,PERU,7.9,5,31,1970
15.78,121.71,PHILIPPINES,7.3,4,7,1970
6.8,126.7,PHILIPPINES,7.6,1,10,1970
15.8,-59.7,GUADELOUPE (FRENCH TERRITORY),7.2,12,25,1969
57.7,163.6,RUSSIA,7.7,11,22,1969
43.6,147.9,RUSSIA,8.2,8,11,1969
36.017,-10.95,PORTUGAL,7.8,2,28,1969
15.6,-92.6,MEXICO,7,9,25,1968
10.5,-62.6,VENEZUELA,6.2,9,20,1968
1.4,126.2,INDONESIA,7.6,8,10,1968
-30.8,-178.4,NEW ZEALAND,7.3,7,25,1968
39.4,143.1,JAPAN,7.2,6,12,1968
41.5,142.7,JAPAN,7.5,5,16,1968
-11.893,166.445,SOLOMON ISLANDS,7.8,12,31,1966
44.75,37,RUSSIA,5.5,7,12,1966
44.712,-111.215,USA,7.5,8,18,1959
-4.449,152.868,PAPUA NEW GUINEA,7.4,4,23,1953
44.4,34.5,UKRAINE,6.8,9,11,1927
40.5,27.2,TURKEY,7.8,8,9,1912
32.9,-80,USA,7.3,9,1,1886
40.8,20.9,TURKEY,6.7,4,19,1878
15.4,-96.3,MEXICO,7.9,5,11,1870
44.75,35,UKRAINE,5.6,10,11,1869
36.5,-89.6,USA,8.8,2,7,1812
36.3,-89.6,USA,8.4,1,23,1812
40.8,29,TURKEY,6.5,5,22,1766
35.6,-90.4,USA,8.5,12,16,1811
39.35,-74.417,USA,,8,19,1931
43.7,7.25,FRANCE,,10,16,1979
59.5,-135.3,USA,,11,4,1994
40.6,-73.5,USA,,8,6,1923
41.7,-86.883,USA,,6,26,1954
41.815,143.91,JAPAN,8.3,9,25,2003
-16.265,-73.641,PERU,8.4,6,23,2001
-16.423,168.214,VANUATU,7.5,11,26,1999
-9.593,-79.587,PERU,7.5,2,21,1996
0.729,119.931,INDONESIA,7.9,1,1,1996
19.055,-104.205,MEXICO,8,10,9,1995
-8.452,125.049,INDONESIA,6.9,5,14,1995
-1.258,127.98,INDONESIA,6.8,10,8,1994
9.685,-83.073,COSTA RICA,7.6,4,22,1991
-10.258,160.896,SOLOMON ISLANDS,7.6,8,10,1988
25.149,95.127,BANGLADESH,7.2,8,6,1988
-14.96,-173.085,SAMOA,7.7,9,1,1981
19.451,-155.033,USA,7.7,11,29,1975
12.54,125.993,PHILIPPINES,7.6,10,31,1975
-5.5,153.9,PAPUA NEW GUINEA,7.9,7,14,1971
-4.907,145.471,PAPUA NEW GUINEA,7.3,10,31,1970
16.5,122.2,PHILIPPINES,7.3,8,1,1968
-1.679,136.04,INDONESIA,7.9,9,12,1979
13.525,121.067,PHILIPPINES,7.1,11,14,1994
40.462,139.102,JAPAN,7.8,5,26,1983
0.2,119.8,INDONESIA,7.8,8,14,1968
40.76,29.97,TURKEY,7.6,8,17,1999
-0.891,136.952,INDONESIA,8.2,2,17,1996
-10.477,112.835,INDONESIA,7.8,6,2,1994
42.851,139.197,JAPAN,7.7,7,12,1993
11.727,-87.386,NICARAGUA,7.7,9,2,1992
1.598,-79.358,COLOMBIA,7.7,12,12,1979
-11.085,118.464,INDONESIA,8,8,19,1977
-3.1,118.9,INDONESIA,6.9,2,23,1969
6.292,124.09,PHILIPPINES,8,8,16,1976
-8.48,121.896,INDONESIA,7.8,12,12,1992
-2.943,142.582,PAPUA NEW GUINEA,7,7,17,1998
3.316,95.854,INDONESIA,9.1,12,26,2004
-8.6,123.5,INDONESIA,,7,18,1979
34.4,-119.7,USA,,3,25,1806
34.064,141.491,JAPAN,6.6,1,19,2005
-1.644,99.607,INDONESIA,6.7,4,10,2005
2.085,97.108,INDONESIA,8.6,3,28,2005
41.301,-125.97,USA,7.2,6,15,2005
38.276,142.039,JAPAN,7.2,8,16,2005
-9.89,160.348,SOLOMON ISLANDS,7.6,4,20,1977
35.997,-17.649,ATLANTIC OCEAN,7.7,5,26,1975
44.14,149.029,RUSSIA,6.6,3,22,1978
38.4,14.967,ITALY,,4,20,1988
-62.877,149.527,ANTARCTICA,8.1,3,25,1998
-2.071,124.891,INDONESIA,7.7,11,29,1998
13.752,124.358,PHILIPPINES,7.1,1,11,1982
38.107,144.896,JAPAN,7,11,14,2005
58.64,-137.57,USA,,5,,1874
10.5,-66.916,VENEZUELA,,1,31,1906
-10.362,112.892,INDONESIA,6.6,6,3,1994
-10.341,113.369,INDONESIA,6.1,6,5,1994
15.679,-61.706,GUADELOUPE (FRENCH TERRITORY),6.3,11,21,2004
16.722,-62.18,MONTSERRAT,,7,12,2003
41.31,-72.92,USA,,12,21,1884
34.2,129.3,JAPAN,7,4,16,1700
19.9,-76,CUBA,,2,11,1775
-20.187,-174.123,TONGA,8,5,3,2006
35.8,-5.83,MOROCCO,,5,6,1773
38.3,15.967,ITALY,6.9,2,5,1783
66,-18.25,ICELAND,,6,3,1934
14,143.3,USA TERRITORY,,2,10,1903
46.5,-53.7,CANADA,,6,27,1864
52.616,-55.766,CANADA,,9,24,1848
58.6,-137.5,USA,,8,11,1900
44.633,-63.583,CANADA,,12,6,1917
-9.254,107.411,INDONESIA,7.7,7,17,2006
37.3,15.03,ITALY,7,2,4,1169
59.37,-153.42,USA,,,,1540
14.82,-61.17,MARTINIQUE (FRENCH TERRITORY),,5,5,1902
14,143.3,USA TERRITORY,,,,1767
13.33,-61.18,SAINT VINCENT AND THE GRENADINES,,5,7,1902
10.1,-83.3,COSTA RICA,,4,10,1821
37.7,26.3,GREECE,,1,4,1991
53.98,-128.68,CANADA,,4,27,1975
-27.15,-109.45,CHILE,,5,4,1968
38.789,15.213,ITALY,,12,30,2002
16.722,-62.18,MONTSERRAT,,1,20,1999
16.722,-62.18,MONTSERRAT,,5,20,2006
14,143.3,USA TERRITORY,,,,1809
42,16,ITALY,,6,21,1978
46.592,153.266,RUSSIA,8.3,11,15,2006
-22.107,169.35,NEW CALEDONIA,6.1,12,27,2003
49.277,-128.772,CANADA,6.6,11,2,2004
33,135.5,JAPAN,8.4,2,22,1099
-16.592,-172.033,SAMOA,6.9,9,28,2006
17.97,-76.8,JAMAICA,,2,19,1893
34.22,25.69,GREECE,5.5,4,5,2000
38.026,20.228,GREECE,7.2,1,17,1983
34.53,24.437,GREECE,5.6,5,15,1979
41.956,19.023,MONTENEGRO,5.3,4,9,1979
3.9,-77.033,COLOMBIA,,2,21,1906
-49.312,161.345,AUSTRALIA,8.1,12,23,2004
43.006,145.119,JAPAN,7,11,28,2004
-8.152,124.868,INDONESIA,7.5,11,11,2004
-45.104,167.144,NEW ZEALAND,7.2,8,21,2003
36.788,2.448,ALGERIA,5.9,10,29,1989
36.195,1.354,ALGERIA,7.7,10,10,1980
14,143.3,USA TERRITORY,,4,,1825
33.5,135.2,JAPAN,7.5,9,20,1498
-3.595,127.214,INDONESIA,6.7,3,14,2006
14.002,120.993,PHILIPPINES,,11,15,1754
19.077,122.202,PHILIPPINES,,3,21,1969
33.5,138.5,JAPAN,7.9,2,3,1605
34.1,137.8,JAPAN,8.4,10,28,1707
39.4,24,GREECE,6.3,3,9,1965
46.243,154.524,RUSSIA,8.1,1,13,2007
46.2,-122.18,USA,,5,18,1980
-20.617,169.357,VANUATU,7.1,3,25,2007
37.336,136.588,JAPAN,6.7,3,25,2007
31.959,141.878,JAPAN,6.2,9,30,1997
-12.334,166.684,SOLOMON ISLANDS,7.2,12,31,1966
19.878,-155.935,USA,6.7,10,15,2006
-19.6,-70.2,CHILE,,6,25,1869
47.286,-122.445,USA,,11,28,1894
-8.46,157.044,SOLOMON ISLANDS,8.1,4,1,2007
36.3,28.3,GREECE,7.2,,,-227
40.821,14.426,ITALY,,6,30,1714
36.2,28.5,GREECE,7.3,1,31,1741
37.734,15.004,ITALY,,2,11,1169
46.6,13.8,ITALY,,1,25,1348
41.5,14.467,ITALY,6.6,7,26,1805
41.51,15.5,ITALY,,3,20,1731
37.15,15.1,ITALY,,1,,1699
40.821,14.426,ITALY,,5,14,1698
36.4,28.4,GREECE,7.2,4,,1609
40.817,14.433,ITALY,,5,17,1813
40.5,15.5,ITALY,,10,20,1562
38.11,22.41,GREECE,7,6,,1402
36.404,25.396,GREECE,,,,1050
40.7,27.4,TURKEY,6.6,8,11,1265
45.4,12.3,ITALY,,,,1321
37.7,22.8,ITALY,7,10,22,1756
40.8,14.4,ITALY,,,,1594
43.5,10.2,ITALY,,1,16,1742
44.75,10.4,ITALY,,12,9,1818
35.5,25.5,GREECE,,,,1601
37.133,15.017,ITALY,7.4,1,11,1693
37.6,15.133,ITALY,6,2,20,1818
44.8,7.2,ITALY,,7,3,1809
37.5,13,ITALY,,1,14,1817
40.8,15.6,ITALY,,9,8,1694
45.3,14.4,CROATIA,,1,4,1802
44.833,7.25,ITALY,5.7,4,2,1808
37.5,13,ITALY,5.2,7,4,1727
44.4,8.917,ITALY,3.2,7,2,1703
38.817,15.233,ITALY,5.1,7,3,1916
38.183,15.55,ITALY,5,1,,1649
43.55,10.317,ITALY,5.2,4,5,1646
37.734,15.004,ITALY,,6,28,1329
40.77,29.92,TURKEY,7.2,,,120
38,15,ITALY,,,,177
40.821,14.426,ITALY,,12,17,1631
43.8,9,ITALY,,11,21,1751
36.5,2.9,ALGERIA,,11,7,1802
41.7,12.7,ITALY,,8,26,1806
39,20.3,ITALY,6.9,2,20,1743
51.307,-179.971,USA,6.7,8,2,2007
47.116,141.798,RUSSIA,6.2,8,2,2007
-3.252,142.238,PAPUA NEW GUINEA,6.1,2,22,1951
-3.7,128.4,INDONESIA,,4,11,1815
37.57,138.478,JAPAN,6.6,7,16,2007
38.167,15.633,ITALY,4.1,1,19,1784
38.317,16.4,ITALY,4.1,1,7,1784
35.5,25.5,GREECE,7.2,7,1,1494
43,47.1,RUSSIA,6.5,5,14,1970
17.3,96.5,MYANMAR (BURMA),7.3,5,5,1930
43.917,8.033,ITALY,5.6,2,23,1818
35.7,-0.6,ALGERIA,,10,9,1790
38.783,16.467,ITALY,6.9,3,28,1783
38.767,16.3,ITALY,5.9,3,1,1783
40.821,14.426,ITALY,,8,24,79
41.3,14.7,ITALY,,12,4,1456
40.8,14.2,ITALY,,9,26,1538
44.017,7.283,FRANCE,5.8,7,20,1564
38.117,14.783,ITALY,5.6,8,25,1613
44.6,11.8,ITALY,,3,19,1624
41.733,15.35,ITALY,6.7,7,30,1627
38.1,20.3,GREECE,7.2,9,30,1636
39.033,16.283,ITALY,7,3,27,1638
43.933,12.583,ITALY,5.6,4,14,1672
42.467,13.2,ITALY,6.7,2,2,1703
38.117,13.35,ITALY,5.8,9,1,1726
46,12.25,CROATIA,,12,17,1750
38.9,17.1,ITALY,,2,5,1783
-45.285,-72.606,CHILE,6.2,4,21,2007
36.8,3,ALGERIA,,1,2,1365
-13.386,-76.603,PERU,8,8,15,2007
40.8,28.3,TURKEY,7.5,10,18,1343
38,15,ITALY,,,,1172
38.217,15.633,ITALY,5.9,2,6,1783
37.75,21.25,GREECE,6.9,12,29,1820
36,36,TURKEY,7.1,8,13,1822
43.4,10.6,ITALY,6.1,8,14,1846
18.5,-105.5,MEXICO,7,11,30,1934
23.8,121.7,TAIWAN,7.3,10,22,1951
10.6,-67.3,VENEZUELA,6.5,7,29,1967
41.8,32.3,TURKEY,6.6,9,3,1968
13.4,122.8,PHILIPPINES,7.5,3,17,1973
-4.438,101.367,INDONESIA,8.4,9,12,2007
-49.418,163.954,NEW ZEALAND,7.4,9,30,2007
-22.247,-69.89,CHILE,7.7,11,14,2007
57.5,-153.9,USA,6,3,11,1970
21.85,95.967,MYANMAR (BURMA),,8,4,1714
-16,179,FIJI,,1,,1884
37.05,12.3,ITALY,,7,2,1831
43.8,13,ITALY,,3,18,1826
38.3,14.8,ITALY,,3,5,1823
37.45,14.25,ITALY,,4,10,1822
44.8,9.2,ITALY,,10,9,1828
45.3,14.5,CROATIA,,8,10,1838
-10.52,-138.67,FRENCH POLYNESIA,,9,13,1999
43.5,10.5,ITALY,,8,26,1846
39.6,16.6,ITALY,,4,24,1836
43.7,8,ITALY,,1,8,1819
36.4,13.44,ITALY,,6,18,1845
39,17,ITALY,,3,8,1832
43.3,10.7,ITALY,,12,3,1846
59.4,13.5,SWEDEN,,4,12,1969
49.475,-121.847,CANADA,,12,4,2007
43.8,7.8,ITALY,,5,26,1831
37.1,5.7,ALGERIA,,8,21,1856
43.75,10.3,ITALY,4.1,7,28,1851
36.2,23.2,GREECE,,,,800
36.5,28,GREECE,,3,22,1863
43.7,8.1,ITALY,,2,23,1887
38.4,22.4,GREECE,7.2,5,,552
43.03,16.15,CROATIA,,7,29,1870
38.25,22.25,GREECE,,1,1,1862
35.6,24,GREECE,,2,10,1681
38.4,21.4,GREECE,,12,15,1881
40.8,29.2,TURKEY,7.5,10,26,986
40.6,30,TURKEY,7.2,9,2,1754
40,26,TURKEY,6.8,8,21,1859
37.9,22.9,GREECE,6.5,2,21,1858
42.05,15.5,ITALY,,12,8,1889
39.66,22.83,GREECE,6.3,1,20,1905
38.39,20.52,GREECE,7.4,2,4,1867
37.27,14.68,ITALY,,4,26,1880
45.7,10.7,ITALY,,5,22,1868
38.3,22.3,GREECE,5.5,6,11,1794
38.12,20.67,GREECE,6.8,1,24,1912
37.5,23.2,GREECE,5.6,8,8,1922
41.3,19.5,GREECE,,3,,1270
36.5,23.3,GREECE,7.2,8,30,1926
44.2,12.4,ITALY,,3,18,1875
37.6,22.5,GREECE,7,6,2,1898
38.2,22.1,GREECE,6.1,9,9,1888
38.8,26.7,GREECE,,11,24,1772
40,26.1,GREECE,,11,28,1437
38.6,23.3,GREECE,,,,-226
41,27.8,GREECE,7.4,2,17,1659
40.54,13,ITALY,,11,15,1892
